"","PD04638PD"
31Mar21,3.7555
01Abr21,n.d.
02Abr21,n.d.
05Abr21,3.71416666666667
06Abr21,3.6485
07Abr21,3.61383333333333
08Abr21,3.59666666666667
09Abr21,3.62783333333333
12Abr21,3.64466666666667
13Abr21,3.627
14Abr21,3.63083333333333
15Abr21,3.62266666666667
16Abr21,3.633
19Abr21,3.681
20Abr21,3.6875
21Abr21,3.70666666666667
22Abr21,3.7625
23Abr21,3.77833333333333
26Abr21,3.831
27Abr21,3.84233333333333
28Abr21,3.79666666666667
29Abr21,3.78766666666667
30Abr21,3.79016666666667
03May21,3.81383333333333
04May21,3.83533333333333
05May21,3.828
06May21,3.81933333333333
07May21,3.80133333333333
10May21,3.762
11May21,3.70283333333333
12May21,3.732
13May21,3.68033333333333
14May21,3.67866666666667
17May21,3.717
18May21,3.73466666666667
19May21,3.75016666666667
20May21,3.736
21May21,3.75
24May21,3.80133333333333
25May21,3.83266666666667
26May21,3.84766666666667
27May21,3.86933333333333
28May21,3.801
31May21,3.8265
01Jun21,3.845
02Jun21,3.85833333333333
03Jun21,3.86066666666667
04Jun21,3.83566666666667
07Jun21,3.94
08Jun21,3.94633333333333
09Jun21,3.89083333333333
10Jun21,3.887
11Jun21,3.89883333333333
14Jun21,3.90033333333333
15Jun21,3.90466666666667
16Jun21,3.90533333333333
17Jun21,3.9185
18Jun21,3.94433333333333
21Jun21,3.96
22Jun21,3.97583333333333
23Jun21,3.97833333333333
24Jun21,3.983
25Jun21,3.9785
28Jun21,3.91266666666667
29Jun21,n.d.
30Jun21,3.86333333333333
01Jul21,3.86316666666667
02Jul21,3.88783333333333
05Jul21,3.92016666666667
06Jul21,3.95233333333333
07Jul21,3.96033333333333
08Jul21,3.96616666666667
09Jul21,3.96
12Jul21,3.96066666666667
13Jul21,3.9715
14Jul21,3.96483333333333
15Jul21,3.95716666666667
16Jul21,3.90883333333333
19Jul21,3.94083333333333
20Jul21,3.9545
21Jul21,3.95
22Jul21,3.94116666666667
23Jul21,3.92433333333333
26Jul21,3.90983333333333
27Jul21,3.92233333333333
28Jul21,n.d.
29Jul21,n.d.
30Jul21,4.05383333333333
02Ago21,4.059
03Ago21,4.06783333333333
04Ago21,4.07633333333333
05Ago21,4.07266666666667
06Ago21,4.09133333333333
09Ago21,4.10733333333333
10Ago21,4.06483333333333
11Ago21,4.08966666666667
12Ago21,4.09716666666667
13Ago21,4.07966666666667
16Ago21,4.0775
17Ago21,4.08716666666667
18Ago21,4.095
19Ago21,4.11166666666667
20Ago21,4.11316666666667
23Ago21,4.10866666666667
24Ago21,4.0925
25Ago21,4.09716666666667
26Ago21,4.09
27Ago21,4.07433333333333
30Ago21,n.d.
31Ago21,4.086
01Set21,4.08116666666667
02Set21,4.1
03Set21,4.09416666666667
06Set21,4.103
07Set21,4.10133333333333
08Set21,4.092
09Set21,4.1
10Set21,4.1
13Set21,4.105
14Set21,4.10433333333333
15Set21,4.10733333333333
16Set21,4.1125
17Set21,4.109
20Set21,4.119
21Set21,4.11266666666667
22Set21,4.11033333333333
23Set21,4.11233333333333
24Set21,4.10933333333333
27Set21,4.12483333333333
28Set21,4.1265
29Set21,4.12816666666667
30Set21,4.1375
01Oct21,4.12866666666667
04Oct21,4.13016666666667
05Oct21,4.133
06Oct21,4.13533333333333
07Oct21,4.08816666666667
08Oct21,n.d.
11Oct21,4.07166666666667
12Oct21,4.0615
13Oct21,3.99316666666667
14Oct21,3.93583333333333
15Oct21,3.92883333333333
18Oct21,3.94966666666667
19Oct21,3.9465
20Oct21,3.9435
21Oct21,3.95166666666667
22Oct21,3.96416666666667
25Oct21,3.971
26Oct21,3.9935
27Oct21,3.98666666666667
28Oct21,3.97833333333333
29Oct21,3.99233333333333
01Nov21,n.d.
02Nov21,4.00866666666667
03Nov21,4.0125
04Nov21,4.01066666666667
05Nov21,4.01483333333333
08Nov21,4.0135
09Nov21,4.01566666666667
10Nov21,4.0245
11Nov21,4.02216666666667
12Nov21,4.0225
15Nov21,4.0045
16Nov21,3.99933333333333
17Nov21,4.004
18Nov21,4.01966666666667
19Nov21,4.02016666666667
22Nov21,4.01933333333333
23Nov21,4.00833333333333
24Nov21,4.022
25Nov21,4.02916666666667
26Nov21,4.03966666666667
29Nov21,4.05416666666667
30Nov21,4.06566666666667
01Dic21,4.06866666666667
02Dic21,4.072
03Dic21,4.0755
06Dic21,4.084
07Dic21,4.07783333333333
08Dic21,n.d.
09Dic21,4.08166666666667
10Dic21,4.06816666666667
13Dic21,4.0605
14Dic21,4.05583333333333
15Dic21,4.056
16Dic21,4.04016666666667
17Dic21,4.03733333333333
20Dic21,4.047
21Dic21,4.05416666666667
22Dic21,4.046
23Dic21,4.01716666666667
24Dic21,4.0075
27Dic21,3.98783333333333
28Dic21,3.95266666666667
29Dic21,3.97066666666667
30Dic21,3.98666666666667
31Dic21,3.9814
03Ene22,3.98883333333333
04Ene22,3.964
05Ene22,3.95633333333333
06Ene22,3.96966666666667
07Ene22,3.94816666666667
10Ene22,3.93016666666667
11Ene22,3.91933333333333
12Ene22,3.896
13Ene22,3.89783333333333
14Ene22,3.87583333333333
17Ene22,3.85733333333333
18Ene22,3.85583333333333
19Ene22,3.86533333333333
20Ene22,3.84766666666667
21Ene22,3.82766666666667
24Ene22,3.84183333333333
25Ene22,3.84966666666667
26Ene22,3.84333333333333
27Ene22,3.839
28Ene22,3.8475
31Ene22,3.84316666666667
01Feb22,3.87766666666667
02Feb22,3.857
03Feb22,3.86083333333333
04Feb22,3.86783333333333
07Feb22,3.84583333333333
08Feb22,3.84216666666667
09Feb22,3.82466666666667
10Feb22,3.76166666666667
11Feb22,3.7585
14Feb22,3.7905
15Feb22,3.8005
16Feb22,3.76816666666667
17Feb22,3.73933333333333
18Feb22,3.7215
21Feb22,3.75133333333333
22Feb22,3.74016666666667
23Feb22,3.7205
24Feb22,3.79566666666667
25Feb22,3.7535
28Feb22,3.76166666666667
01Mar22,3.79466666666667
02Mar22,3.76633333333333
03Mar22,3.73166666666667
04Mar22,3.75966666666667
07Mar22,3.7455
08Mar22,3.73466666666667
09Mar22,3.7175
10Mar22,3.72083333333333
11Mar22,3.694
14Mar22,3.71533333333333
15Mar22,3.739
16Mar22,3.72533333333333
17Mar22,3.73566666666667
18Mar22,3.7745
21Mar22,3.789
22Mar22,3.77583333333333
23Mar22,3.77133333333333
24Mar22,3.7485
25Mar22,3.7305
28Mar22,3.7325
29Mar22,3.72066666666667
30Mar22,3.7235
31Mar22,3.693
01Abr22,3.65133333333333
04Abr22,3.6305
05Abr22,3.69833333333333
06Abr22,3.71933333333333
07Abr22,3.71266666666667
08Abr22,3.71516666666667
11Abr22,3.7145
12Abr22,3.7095
13Abr22,3.73883333333333
14Abr22,n.d.
15Abr22,n.d.
18Abr22,3.736
19Abr22,3.72883333333333
20Abr22,3.70766666666667
21Abr22,3.72983333333333
22Abr22,3.76533333333333
25Abr22,3.8115
26Abr22,3.81816666666667
27Abr22,3.83166666666667
28Abr22,3.85166666666667
29Abr22,3.8345
02May22,3.8435
03May22,3.82116666666667
04May22,3.79783333333333
05May22,3.785
06May22,3.8125
09May22,3.82883333333333
10May22,3.80733333333333
11May22,3.78416666666667
12May22,3.7965
13May22,3.78183333333333
16May22,3.78233333333333
17May22,3.7595
18May22,3.771
19May22,3.749
20May22,3.72883333333333
23May22,3.71716666666667
24May22,3.711
25May22,3.691
26May22,3.66016666666667
27May22,3.6735
30May22,3.68166666666667
31May22,3.70283333333333
01Jun22,3.7235
02Jun22,3.70883333333333
03Jun22,3.70716666666667
06Jun22,3.72833333333333
07Jun22,3.7545
08Jun22,3.75716666666667
09Jun22,3.75633333333333
10Jun22,3.77683333333333
13Jun22,3.7745
14Jun22,3.75266666666667
15Jun22,3.728
16Jun22,3.72183333333333
17Jun22,3.72
20Jun22,3.7235
21Jun22,3.72133333333333
22Jun22,3.731
23Jun22,3.7455
24Jun22,3.785
27Jun22,3.78516666666667
28Jun22,3.78583333333333
29Jun22,n.d.
30Jun22,3.82466666666667
01Jul22,3.852
04Jul22,3.83216666666667
05Jul22,3.86
06Jul22,3.8855
07Jul22,3.88883333333333
08Jul22,3.90266666666667
11Jul22,3.95183333333333
12Jul22,3.976
13Jul22,3.95733333333333
14Jul22,3.94833333333333
15Jul22,3.89516666666667
18Jul22,3.888
19Jul22,3.87416666666667
20Jul22,3.88316666666667
21Jul22,3.91116666666667
22Jul22,3.91666666666667
25Jul22,3.91366666666667
26Jul22,3.92033333333333
27Jul22,3.92016666666667
28Jul22,n.d.
29Jul22,n.d.
01Ago22,3.88983333333333
02Ago22,3.92083333333333
03Ago22,3.91683333333333
04Ago22,3.89133333333333
05Ago22,3.90716666666667
08Ago22,3.913
09Ago22,3.93016666666667
10Ago22,3.89733333333333
11Ago22,3.88416666666667
12Ago22,3.86116666666667
15Ago22,3.8525
16Ago22,3.85866666666667
17Ago22,3.843
18Ago22,3.84383333333333
19Ago22,3.85866666666667
22Ago22,3.8795
23Ago22,3.8625
24Ago22,3.86683333333333
25Ago22,3.85433333333333
26Ago22,3.84133333333333
29Ago22,3.83516666666667
30Ago22,n.d.
31Ago22,3.845
01Set22,3.86533333333333
02Set22,3.87216666666667
05Set22,3.883
06Set22,3.89883333333333
07Set22,3.89316666666667
08Set22,3.87833333333333
09Set22,3.88066666666667
12Set22,3.85566666666667
13Set22,3.86716666666667
14Set22,3.87866666666667
15Set22,3.88933333333333
16Set22,3.88116666666667
19Set22,3.86966666666667
20Set22,3.8875
21Set22,3.9005
22Set22,3.905
23Set22,3.9115
26Set22,3.93916666666667
27Set22,3.94983333333333
28Set22,3.94983333333333
29Set22,3.973
30Set22,3.98333333333333
03Oct22,3.9675
04Oct22,3.95216666666667
05Oct22,3.9665
06Oct22,3.98166666666667
07Oct22,3.9765
10Oct22,3.96
11Oct22,3.97133333333333
12Oct22,3.98316666666667
13Oct22,3.98466666666667
14Oct22,3.99033333333333
17Oct22,3.98033333333333
18Oct22,3.97666666666667
19Oct22,3.98583333333333
20Oct22,3.98016666666667
21Oct22,3.98483333333333
24Oct22,4.0015
25Oct22,3.99716666666667
26Oct22,3.99033333333333
27Oct22,3.98016666666667
28Oct22,3.97533333333333
31Oct22,3.9905
01Nov22,n.d.
02Nov22,3.96775
03Nov22,3.9725
04Nov22,3.95766666666667
07Nov22,3.95133333333333
08Nov22,3.92733333333333
09Nov22,3.914
10Nov22,3.86666666666667
11Nov22,3.85866666666667
14Nov22,3.85716666666667
15Nov22,3.83016666666667
16Nov22,3.838
17Nov22,3.8415
18Nov22,3.82983333333333
21Nov22,3.83916666666667
22Nov22,3.84983333333333
23Nov22,3.8515
24Nov22,3.848
25Nov22,3.86566666666667
28Nov22,3.8565
29Nov22,3.846
30Nov22,3.855
01Dic22,3.83
02Dic22,3.83566666666667
05Dic22,3.849
06Dic22,3.84566666666667
07Dic22,3.84633333333333
08Dic22,n.d.
09Dic22,n.d.
12Dic22,3.83783333333333
13Dic22,3.8305
14Dic22,3.83633333333333
15Dic22,3.84783333333333
16Dic22,3.848
19Dic22,3.83583333333333
20Dic22,3.834
21Dic22,3.818
22Dic22,3.81466666666667
23Dic22,3.818
26Dic22,3.82066666666667
27Dic22,3.82
28Dic22,3.81133333333333
29Dic22,3.81216666666667
30Dic22,3.81166666666667
02Ene23,n.d.
03Ene23,3.81733333333333
04Ene23,3.82566666666667
05Ene23,3.82683333333333
06Ene23,3.8025
09Ene23,3.79533333333333
10Ene23,3.8035
11Ene23,3.78033333333333
12Ene23,3.78366666666667
13Ene23,3.81083333333333
16Ene23,3.827
17Ene23,3.842
18Ene23,3.83583333333333
19Ene23,3.8625
20Ene23,3.85683333333333
23Ene23,3.87516666666667
24Ene23,3.89016666666667
25Ene23,3.899
26Ene23,3.86166666666667
27Ene23,3.82933333333333
30Ene23,3.857
31Ene23,3.84783333333333
01Feb23,3.846
02Feb23,3.83116666666667
03Feb23,3.84883333333333
06Feb23,3.85116666666667
07Feb23,3.846
08Feb23,3.85833333333333
09Feb23,3.86533333333333
10Feb23,3.85466666666667
13Feb23,3.85216666666667
14Feb23,3.86066666666667
15Feb23,3.86316666666667
16Feb23,3.86466666666667
17Feb23,3.84516666666667
20Feb23,3.845
21Feb23,3.83483333333333
22Feb23,3.82166666666667
23Feb23,3.803
24Feb23,3.82116666666667
27Feb23,3.81216666666667
28Feb23,3.80466666666667
01Mar23,3.776
02Mar23,3.78616666666667
03Mar23,3.78416666666667
06Mar23,3.7855
07Mar23,3.78883333333333
08Mar23,3.79166666666667
09Mar23,3.78816666666667
10Mar23,3.78266666666667
13Mar23,3.80283333333333
14Mar23,3.78883333333333
15Mar23,3.80916666666667
16Mar23,3.79416666666667
17Mar23,3.79516666666667
20Mar23,3.77933333333333
